Date,Close,Volume,EMA10,EMA50,EMA100,ROC12,ROC24,Name,AUD,CAD,EUR,GBP,USD,JPY,ENX,JPXGY,NIKKEI,NYSE,SSE,GOLD,OIL,SILVER
12/7/2016,5393.76,2125370000,5327.051388,5257.735292,5179.664325,-1.339510842,-3.793643025,NASDAQ,1.34,1.33,1.07,1.27,100.23,114.05,37.7,7.82,18496.69,11114.61,3222.24,1177.5,49.77,17.28
12/8/2016,5417.36,2236580000,5343.471136,5263.995084,5184.37117,-0.895270021,-4.869161363,NASDAQ,1.34,1.32,1.08,1.26,101.07,113.71,38.15,7.91,18765.47,11149.96,3215.37,1172.4,50.84,17.1
12/9/2016,5444.5,2042340000,5361.84002,5271.073708,5189.522236,-1.068050326,-6.225181376,NASDAQ,1.34,1.32,1.06,1.26,101.57,114.07,38.2,7.84,18996.37,11191.79,3232.88,1161.9,51.5,16.97
12/12/2016,5412.54,1931840000,5371.058198,5276.621406,5193.938429,-0.251637863,-6.765215592,NASDAQ,1.34,1.31,1.05,1.26,100.96,115.41,38.5,7.59,19155.03,11177.28,3152.97,1165.8,52.83,17.19
12/13/2016,5463.83,2094860000,5387.925799,5283.96292,5199.282817,-1.739073141,-5.447826891,NASDAQ,1.33,1.31,1.06,1.27,101.03,115,38.96,7.78,19250.52,11237.17,3155.04,1159,52.98,16.98
12/14/2016,5436.67,1976570000,5396.788381,5289.951433,5203.983553,-1.043837496,-4.472958631,NASDAQ,1.33,1.31,1.06,1.27,102,115.22,38.63,7.62,19253.61,11098.67,3140.53,1163.7,51.04,17.22
12/15/2016,5456.85,2101320000,5407.708675,5296.496474,5208.99081,-2.440418923,-3.771040069,NASDAQ,1.35,1.33,1.05,1.25,103.13,117.21,39.31,7.62,19273.79,11131.89,3117.68,1129.8,50.9,15.96
12/16/2016,5437.16,3281480000,5413.063461,5302.012691,5213.509011,-3.421823158,-4.199986758,NASDAQ,1.36,1.33,1.04,1.24,102.95,118.24,39,7.45,19401.15,11125.22,3122.98,1137.4,51.9,16.22
12/19/2016,5457.44,1688680000,5421.131923,5308.10788,5218.339328,-3.697521182,-4.38007564,NASDAQ,1.37,1.33,1.04,1.25,103.14,117.79,38.92,7.42,19391.6,11128.54,3118.08,1142.7,52.12,16.09
12/20/2016,5483.94,1679630000,5432.551573,5315.003257,5223.598747,-3.192048053,-3.798728651,NASDAQ,1.38,1.34,1.04,1.24,103.29,117.04,39.9,7.42,19494.53,11172.19,3102.88,1133.6,52.23,16.12
12/21/2016,5471.43,1496850000,5439.620378,5321.137639,5228.506297,-2.530051559,-3.232244587,NASDAQ,1.38,1.34,1.04,1.24,103.02,117.88,39.78,7.27,19444.49,11142.57,3137.43,1133.2,52.49,15.98
12/22/2016,5447.42,1585470000,5441.038491,5326.089888,5232.841222,-0.985053475,-2.082637285,NASDAQ,1.38,1.34,1.04,1.24,103.09,117.6,39.81,7.25,19427.67,11114.14,3139.56,1133.6,52.95,15.87
12/27/2016,5487.44,1219050000,5449.475129,5332.417344,5237.882782,-1.277098246,-3.023814383,NASDAQ,1.39,1.35,1.05,1.23,103.02,117.19,39.77,7.2,19403.06,11146.4,3114.66,1138.8,53.9,15.99
12/28/2016,5438.56,1326660000,5447.49056,5336.579801,5241.856588,0.109220088,-1.281589244,NASDAQ,1.39,1.36,1.05,1.23,103.26,117.48,39.54,7.1,19401.72,11058.88,3102.24,1140.9,54.06,16.04
12/29/2016,5432.09,1266350000,5444.690458,5340.325299,5245.623586,-0.359898308,-0.842033177,NASDAQ,1.39,1.36,1.04,1.22,102.68,117.09,39.44,7.2,19145.14,11074.33,3096.1,1158.1,53.77,16.22
12/30/2016,5383.12,1551690000,5433.49583,5342.003522,5248.346287,1.499316382,0.293510083,NASDAQ,1.38,1.35,1.06,1.23,102.39,116.27,39.21,7.14,19114.37,11056.9,3103.64,1151.7,53.72,15.99
1/4/2017,5477,1885490000,5441.405679,5347.297502,5252.874084,-0.736352018,-1.97535147,NASDAQ,1.38,1.34,1.04,1.22,102.7,117.66,41.54,7.24,19594.16,11246.54,3158.79,1165.3,53.26,16.55
1/5/2017,5487.94,1799170000,5449.866464,5352.812894,5257.528854,-0.56651494,-1.96831598,NASDAQ,1.37,1.33,1.05,1.23,101.52,117.11,41.67,7.36,19520.69,11247.69,3165.41,1181.3,53.76,16.64
1/6/2017,5521.06,1711870000,5462.810744,5359.41082,5262.747293,-1.519635722,-3.575038127,NASDAQ,1.36,1.32,1.06,1.24,102.22,115.26,41.17,7.25,19454.33,11237.62,3154.32,1173.4,53.99,16.52
1/10/2017,5551.82,1798610000,5478.994245,5366.956278,5268.471505,-1.699983069,-5.416422002,NASDAQ,1.36,1.32,1.06,1.22,102.01,115.99,40.4,7.29,19301.44,11183.33,3161.67,1185.5,50.82,16.85
1/11/2017,5563.65,1960830000,5494.3862,5374.669757,5274.316624,-1.432692567,-5.535934144,NASDAQ,1.36,1.32,1.06,1.22,101.78,115.87,40.47,7.24,19364.67,11226.78,3136.75,1196.6,52.25,16.83
1/12/2017,5547.49,1805840000,5504.041437,5381.447022,5279.725997,-1.37107052,-4.301044256,NASDAQ,1.34,1.32,1.06,1.22,101.35,115.1,40.51,7.32,19134.7,11204.15,3119.29,1199.8,53.01,16.83
1/13/2017,5574.12,1611260000,5516.782994,5389.002825,5285.555582,-2.273004528,-4.325705223,NASDAQ,1.34,1.32,1.06,1.22,101.18,114.66,42.59,7.36,19287.28,11227.17,3112.76,1196.2,52.37,16.77
1/17/2017,5538.73,1759440000,5520.773358,5394.874479,5290.568936,-0.926024558,-2.617387018,NASDAQ,1.34,1.32,1.06,1.2,100.33,114.15,41.9,7.25,18813.53,11196.29,3108.77,1212.9,52.48,17.15
1/18/2017,5555.65,1686260000,5527.114566,5401.179401,5295.818066,-2.107584171,-2.489177684,NASDAQ,1.32,1.31,1.07,1.24,100.93,112.88,41.89,7.29,18894.37,11196.1,3113.01,1212.1,51.08,17.27
1/19/2017,5540.08,1809900000,5529.471918,5406.626483,5300.654936,-1.94924983,-1.725245845,NASDAQ,1.33,1.33,1.06,1.23,101.15,114.76,42.44,7.14,19072.25,11148.85,3101.3,1201.5,51.37,17
1/20/2017,5555.33,1750340000,5534.173387,5412.457994,5305.698007,-3.099905856,-2.570324355,NASDAQ,1.32,1.33,1.07,1.23,100.74,114.98,41.83,7.09,19137.91,11192.79,3123.14,1204.9,52.42,17.03
1/23/2017,5552.94,1652370000,5537.585499,5417.967092,5310.593888,-1.367563849,-1.604735509,NASDAQ,1.32,1.33,1.07,1.24,100.16,113.81,42.51,6.97,18891.03,11170.62,3136.77,1215.6,52.75,17.19
1/24/2017,5600.96,1808560000,5549.108135,5425.143285,5316.343712,-2.017868365,-2.933247158,NASDAQ,1.32,1.32,1.08,1.25,100.35,112.78,42.72,6.98,18787.99,11249.28,3142.55,1210.8,53.18,17.19
1/25/2017,5656.34,1964040000,5568.604838,5434.209822,5323.076312,-2.391652553,-3.52683891,NASDAQ,1.32,1.32,1.07,1.25,100.03,113.84,42.35,6.9,19057.5,11339.05,3149.55,1200.5,52.75,16.98
1/26/2017,5655.18,1837020000,5584.345776,5442.87532,5329.652622,-1.827704865,-3.855226536,NASDAQ,1.32,1.31,1.08,1.26,100.38,113.29,43.12,6.96,19402.39,11313.12,3159.17,1192.5,53.78,16.85
2/3/2017,5666.77,1792330000,5599.331999,5451.655503,5336.328214,-1.819731523,-3.693991463,NASDAQ,1.31,1.3,1.08,1.25,99.87,112.79,41.55,7.22,18918.2,11310.74,3140.17,1220.8,53.83,17.48
2/6/2017,5663.55,1736140000,5611.007999,5459.965091,5342.807853,-2.049244732,-3.171332468,NASDAQ,1.3,1.3,1.08,1.25,99.91,112.64,40.53,7.18,18976.71,11264.11,3156.98,1232.1,53.01,17.69
2/7/2017,5674.22,1922030000,5622.50109,5468.367244,5349.37047,-1.764119121,-3.573883283,NASDAQ,1.31,1.31,1.07,1.25,100.26,111.83,40.3,7.26,18910.78,11243.38,3153.09,1236.1,52.17,17.76
2/8/2017,5682.45,1947100000,5633.400892,5476.762647,5355.966104,-2.529190754,-4.136068069,NASDAQ,1.31,1.32,1.07,1.25,100.28,112.39,40.13,7.24,19007.6,11251.8,3166.98,1239.5,52.34,17.71
2/9/2017,5715.18,1948120000,5648.269821,5486.112347,5363.079251,-2.791338156,-3.984826375,NASDAQ,1.31,1.31,1.07,1.25,100.65,111.95,40.21,7.26,18907.67,11327.68,3183.18,1236.8,53,17.74
2/10/2017,5734.13,1867270000,5663.880762,5495.838529,5370.42679,-3.384122788,-5.154574452,NASDAQ,1.31,1.31,1.07,1.25,100.8,113.43,40.12,7.26,19378.93,11377.72,3196.7,1235.9,53.86,17.93
2/13/2017,5763.96,1843480000,5682.076987,5506.353097,5378.219527,-3.619560163,-5.757673544,NASDAQ,1.3,1.31,1.06,1.25,100.96,113.91,40.7,7.26,19459.15,11433.93,3216.84,1225.8,52.93,17.82
2/14/2017,5782.57,1952370000,5700.348444,5517.185132,5386.226467,-3.971071686,-6.90782818,NASDAQ,1.31,1.31,1.06,1.25,101.25,113.71,41.9,7.19,19238.98,11468.87,3217.93,1225.4,53.2,17.89
2/15/2017,5819.44,2094140000,5722.001454,5529.038264,5394.804953,-3.75431313,-5.884414995,NASDAQ,1.3,1.31,1.06,1.25,101.18,114.3,41.4,7.07,19437.98,11514.4,3212.99,1233.1,53.11,17.96
2/16/2017,5814.9,1945600000,5738.892099,5540.248528,5403.123667,-2.726788079,-5.622796609,NASDAQ,1.3,1.31,1.06,1.25,100.44,114.11,41.78,7.02,19347.53,11504.19,3229.62,1241.6,53.36,18.07
2/17/2017,5838.58,1879030000,5757.017172,5551.947802,5411.746565,-3.141174738,-5.43830863,NASDAQ,1.3,1.31,1.07,1.25,100.95,113.31,41.81,7.01,19234.62,11510.91,3202.08,1239.1,53.4,18.03
2/21/2017,5865.95,1940110000,5776.823141,5564.261613,5420.740692,-3.395528431,-5.355142816,NASDAQ,1.3,1.31,1.06,1.25,101.37,113.28,41.24,7,19381.44,11578.25,3253.33,1238.9,54.06,18.04
2/22/2017,5860.63,1874710000,5792.060751,5575.883903,5429.451371,-3.362778404,-5.067373303,NASDAQ,1.3,1.31,1.05,1.25,101.33,113.67,41.58,6.96,19379.87,11550.18,3261.22,1233.3,53.59,17.95
2/23/2017,5835.51,1881490000,5799.960615,5586.065319,5437.492136,-2.763940084,-4.935644014,NASDAQ,1.3,1.32,1.06,1.25,101.05,113.42,41.42,6.96,19371.46,11556.15,3251.38,1251.4,54.45,18.12
2/24/2017,5845.31,1684650000,5808.205958,5596.231777,5445.567738,-2.786165319,-4.639445983,NASDAQ,1.3,1.31,1.06,1.26,101.09,112.68,40.88,7.07,19283.54,11541.29,3253.43,1258.3,53.99,18.41
2/27/2017,5861.9,1882610000,5817.968511,5606.650138,5453.811941,-2.502942732,-5.513058906,NASDAQ,1.3,1.31,1.06,1.24,101.13,112.19,39.99,6.94,19107.47,11558.35,3228.66,1258.8,54.05,18.42
2/28/2017,5825.44,2303390000,5819.326963,5615.230133,5461.170912,-1.56743525,-4.631238155,NASDAQ,1.3,1.32,1.06,1.24,101.12,112.75,40.8,6.87,19118.99,11512.39,3241.73,1253.9,54.01,18.47
3/1/2017,5904.03,2220350000,5834.727515,5626.555618,5469.940399,-2.372447294,-6.164433446,NASDAQ,1.31,1.33,1.06,1.24,101.78,113.08,41.56,6.95,19393.54,11661.22,3246.93,1250,53.83,18.49
3/2/2017,5861.22,2043610000,5839.544331,5635.758143,5477.68851,-1.341870805,-5.218879346,NASDAQ,1.31,1.34,1.05,1.23,102.2,114.12,41.35,6.96,19564.8,11575.91,3230.03,1232.9,52.61,17.75
3/3/2017,5870.75,1853600000,5845.218089,5644.97351,5485.471906,-0.873993953,-5.413448026,NASDAQ,1.32,1.34,1.05,1.23,101.54,114.34,41.12,7.01,19469.17,11598.37,3218.31,1226.5,53.33,17.74
3/6/2017,5849.18,1774040000,5845.938436,5652.981607,5492.674046,-0.586065055,-4.243671763,NASDAQ,1.32,1.34,1.06,1.23,101.64,113.85,40.83,6.92,19379.14,11547.79,3233.87,1225.5,53.2,17.77
3/7/2017,5833.93,1825510000,5843.755084,5660.077623,5499.43159,0.079706133,-3.044088633,NASDAQ,1.32,1.34,1.06,1.22,101.81,113.92,40.61,6.87,19344.15,11506.32,3242.41,1216.1,53.14,17.54
3/8/2017,5837.55,1813080000,5842.626887,5667.037324,5506.127004,0.486505469,-3.12408459,NASDAQ,1.32,1.34,1.06,1.22,102.07,113.93,40.97,6.83,19254.03,11448.21,3240.67,1209.4,50.28,17.3
3/9/2017,5838.81,1886780000,5841.932908,5673.773507,5512.714786,0.373706286,-2.946490809,NASDAQ,1.33,1.35,1.05,1.22,101.85,114.41,40.94,6.86,19318.58,11457.64,3216.75,1203.2,49.28,17.04
3/10/2017,5861.73,1999440000,5845.532379,5681.14435,5519.625978,-0.447308218,-3.380913143,NASDAQ,1.33,1.35,1.06,1.22,101.25,115.15,41.22,7.02,19604.61,11500.76,3212.76,1201.4,48.49,16.92
3/13/2017,5875.78,1812460000,5851.031946,5688.777121,5526.678533,-0.51856945,-3.430353077,NASDAQ,1.33,1.35,1.07,1.22,101.38,114.73,40.85,7.1,19633.75,11519.44,3237.02,1203.1,48.4,16.97
3/14/2017,5856.82,1664870000,5852.08432,5695.367038,5533.215988,0.086736488,-2.97721289,NASDAQ,1.32,1.35,1.07,1.22,101.7,114.92,40.91,7.08,19609.5,11459.29,3239.33,1202.6,47.72,16.92
3/15/2017,5900.05,1955400000,5860.805353,5703.39382,5540.480028,-1.264565555,-3.133363277,NASDAQ,1.32,1.35,1.06,1.22,100.74,114.66,40.81,7.19,19577.38,11590.31,3241.76,1200.7,48.86,16.92
3/16/2017,5900.76,1770640000,5868.069834,5711.133671,5547.614285,0.05541659,-2.823873535,NASDAQ,1.3,1.33,1.07,1.23,100.27,113.4,40.82,7.22,19590.14,11600.24,3268.94,1227.1,48.75,17.33
3/17/2017,5901,3189970000,5874.057137,5718.579409,5554.612022,-0.67412303,-2.322318251,NASDAQ,1.3,1.33,1.08,1.24,100.3,113.34,40.71,7.25,19521.59,11589.01,3237.45,1230.2,48.78,17.41
3/21/2017,5793.83,2199920000,5859.470385,5721.530413,5559.349011,1.327619209,-0.194344674,NASDAQ,1.29,1.33,1.07,1.24,99.81,112.57,40.5,7.04,19455.88,11420.43,3261.61,1246.5,47.34,17.58
3/22/2017,5821.64,1860290000,5852.592133,5725.456279,5564.542892,0.473062573,-0.037790039,NASDAQ,1.3,1.34,1.08,1.25,99.68,111.53,39.8,7.15,19041.38,11426.69,3245.22,1249.7,48.04,17.58
3/23/2017,5817.69,1746990000,5846.246291,5729.073287,5569.555706,0.279148597,-0.047957179,NASDAQ,1.3,1.33,1.08,1.25,99.76,111.37,40.58,7.28,19085.31,11430.89,3248.55,1250.1,47.7,17.59
3/24/2017,5828.74,1855040000,5843.063329,5732.981786,5574.688069,0.151147589,0.168818647,NASDAQ,1.31,1.33,1.08,1.25,99.63,111,39.91,7.34,19262.53,11418.89,3269.45,1251.7,47.97,17.75
3/27/2017,5840.37,1673060000,5842.573633,5737.193088,5579.949097,-0.026710636,0.43798595,NASDAQ,1.31,1.33,1.08,1.25,99.17,110.55,39.8,7.32,18985.59,11414.33,3266.96,1258.8,47.73,18.11
3/28/2017,5875.14,1823600000,5848.49479,5742.602771,5585.794461,-0.22824988,-0.246972838,NASDAQ,1.31,1.34,1.09,1.26,99.71,110.77,39.79,7.24,19202.87,11493.84,3252.95,1258.8,48.37,18.25
3/29/2017,5897.55,1722190000,5857.413919,5748.679133,5591.967838,-0.369136336,-1.051962256,NASDAQ,1.31,1.34,1.08,1.24,100,111.23,40.16,7.22,19217.48,11496.67,3241.31,1256.8,49.51,18.25
3/30/2017,5914.34,1732100000,5867.764116,5755.175638,5598.351446,-0.97255146,-1.1671632,NASDAQ,1.3,1.33,1.08,1.24,100.41,111.15,40.83,7.15,19063.22,11519.84,3210.24,1248,50.35,18.21
3/31/2017,5911.74,1905150000,5875.759731,5761.315417,5604.55716,-0.19774212,-0.8430682,NASDAQ,1.31,1.33,1.07,1.25,100.35,111.78,40.9,7.13,18909.26,11492.85,3222.51,1251.2,50.6,18.26
4/5/2017,5864.48,2208600000,5873.708871,5765.361087,5609.704146,0.618639675,-0.665702671,NASDAQ,1.32,1.34,1.07,1.24,100.56,110.85,42.06,7.09,18861.27,11423.36,3270.3,1248.5,51.15,18.19
4/6/2017,5878.95,1849790000,5874.661803,5769.815554,5615.035748,0.375066976,0.426606792,NASDAQ,1.32,1.34,1.07,1.25,100.67,110.38,42.31,7.04,18597.06,11457.29,3281,1253.3,51.7,18.25
4/7/2017,5877.81,1703730000,5875.234203,5774.05063,5620.239198,-1.428763434,-0.28224798,NASDAQ,1.33,1.34,1.06,1.25,101.18,110.9,42.38,7.11,18664.63,11445.58,3286.62,1257.3,52.24,18.15
4/10/2017,5880.93,1633190000,5876.269802,5778.241978,5625.401392,-1.008173877,-0.173101873,NASDAQ,1.33,1.34,1.06,1.24,101.02,111.22,41.83,7.11,18797.88,11464.34,3269.39,1253.9,53.08,17.92
4/11/2017,5866.77,1830760000,5874.542566,5781.713665,5630.180969,-0.836576174,-0.299824264,NASDAQ,1.33,1.33,1.06,1.24,100.71,110.72,42.2,7.15,18747.87,11473.62,3288.97,1274.2,53.4,18.25
4/12/2017,5836.16,1666570000,5867.563917,5783.848815,5634.259761,-0.127138392,-0.038210056,NASDAQ,1.33,1.33,1.06,1.25,100.78,109.59,42.63,7.13,18552.61,11423.17,3273.83,1278.1,53.11,18.3
4/13/2017,5805.15,1587150000,5856.215932,5784.684156,5637.643726,0.606702669,0.558125113,NASDAQ,1.33,1.32,1.07,1.25,100.56,108.9,42.51,7.07,18426.84,11324.53,3275.96,1288.5,53.18,18.51
4/18/2017,5849.47,1610230000,5854.989399,5787.224777,5641.838306,0.438843177,-0.182238733,NASDAQ,1.32,1.33,1.06,1.26,99.5,109.11,42.5,7.19,18418.59,11378.58,3196.71,1294.1,52.41,18.27
4/19/2017,5863.03,1754240000,5856.451327,5790.197531,5646.21834,0.588774064,-0.022172836,NASDAQ,1.32,1.34,1.07,1.28,99.74,108.54,42.87,7.22,18432.2,11342.42,3170.69,1283.4,50.44,18.16
4/20/2017,5916.78,1751490000,5867.420176,5795.16155,5651.575996,-0.041238647,-0.692944473,NASDAQ,1.33,1.35,1.07,1.28,99.78,108.83,42.74,7.28,18430.49,11426.91,3172.1,1283.8,50.27,18.02
4/21/2017,5910.52,1736420000,5875.256508,5799.68541,5656.7036,0.020641162,-0.908549502,NASDAQ,1.33,1.35,1.07,1.28,99.98,109.38,42.85,7.12,18620.75,11389.13,3173.15,1289.1,49.62,17.86
4/24/2017,5983.82,1842880000,5894.995325,5806.906375,5663.181153,-1.994378173,-1.399941843,NASDAQ,1.32,1.35,1.09,1.28,99.09,109.98,45.46,7.22,18875.88,11531.79,3129.53,1277.5,49.23,17.86
4/25/2017,6025.49,1898120000,5918.721629,5815.478282,5670.355585,-2.432001381,-2.070039117,NASDAQ,1.32,1.35,1.09,1.28,98.82,109.64,44.77,7.31,19079.33,11603.28,3134.57,1267.2,49.56,17.59
4/26/2017,6025.23,1899570000,5938.086788,5823.703839,5677.382802,-2.446711578,-2.061830005,NASDAQ,1.33,1.36,1.09,1.28,98.96,111.05,45.05,7.25,19289.43,11592.91,3140.85,1264.2,49.62,17.36
4/27/2017,6048.94,1883610000,5958.241917,5832.53663,5684.74037,-2.777511432,-4.217433137,NASDAQ,1.34,1.36,1.09,1.28,99.08,111.19,45.19,7.22,19251.87,11578.52,3152.19,1265.9,48.97,17.33
4/28/2017,6047.61,2005870000,5974.490659,5840.97088,5691.925907,-2.99027219,-3.736517401,NASDAQ,1.34,1.36,1.09,1.29,99.05,111.23,45.03,7,19196.74,11536.08,3154.66,1268.3,49.33,17.26
5/2/2017,6095.37,2162610000,5996.468721,5850.947316,5699.914899,-4.252572034,-4.555588914,NASDAQ,1.33,1.37,1.09,1.29,98.98,111.81,45.83,6.96,19445.7,11551.3,3143.71,1257,47.66,16.83
5/8/2017,6102.66,1912030000,6015.776227,5860.818401,5707.890049,-4.875087257,-4.488534508,NASDAQ,1.35,1.37,1.1,1.3,99.15,112.68,48.25,7.29,19895.7,11595.26,3078.61,1227.1,46.43,16.26
5/9/2017,6120.59,2005820000,6034.833276,5871.005523,5716.062326,-4.429638319,-4.578316796,NASDAQ,1.35,1.37,1.09,1.29,99.59,113.23,47.79,7.22,19843,11567.52,3080.53,1216.1,45.88,16.07
5/10/2017,6129.14,2111850000,6051.979953,5881.128444,5724.242082,-4.341718414,-4.144137677,NASDAQ,1.36,1.37,1.09,1.29,99.67,113.7,47.87,7.22,19900.09,11598.99,3052.78,1218.9,47.33,16.21
5/11/2017,6115.96,1952650000,6063.612689,5890.337524,5731.998872,-3.256725028,-3.571148274,NASDAQ,1.36,1.37,1.09,1.29,99.62,114.33,47.2,7.2,19961.55,11563.6,3061.5,1224.2,47.83,16.27
5/12/2017,6121.23,1749010000,6074.088564,5899.392131,5739.706419,-3.442282025,-3.379876267,NASDAQ,1.36,1.37,1.09,1.29,99.25,113.81,47.82,7.21,19883.9,11547.05,3083.51,1227.7,47.84,16.4
5/15/2017,6149.67,1865450000,6087.830643,5909.206949,5747.82451,-2.696892679,-3.868988092,NASDAQ,1.35,1.37,1.09,1.29,98.91,113.27,48.25,7.26,19869.85,11614.23,3090.23,1230,48.85,16.6
5/16/2017,6169.87,2006980000,6102.74689,5919.42903,5756.181846,-2.34008172,-4.949699102,NASDAQ,1.35,1.36,1.1,1.29,98.11,113.64,47.56,7.33,19919.82,11606.49,3112.96,1236.4,48.66,16.75
5/17/2017,6011.24,2355460000,6086.109273,5923.02946,5761.232503,0.232730685,-2.200710669,NASDAQ,1.35,1.36,1.11,1.29,97.42,112.65,46.99,7.42,19814.88,11423.53,3104.44,1258.7,49.07,16.91
5/18/2017,6055.13,2134610000,6080.476678,5928.209873,5767.052255,-0.102227368,-2.928425979,NASDAQ,1.35,1.36,1.12,1.3,97.88,111.13,46.47,7.44,19553.86,11434.06,3090.14,1252.8,49.35,16.67
5/19/2017,6083.7,1908030000,6081.062737,5934.307525,5773.322508,-0.593224518,-3.333004586,NASDAQ,1.35,1.36,1.11,1.3,97.15,111.4,46.87,7.46,19590.76,11542.69,3090.63,1253.6,50.33,16.8
5/22/2017,6133.62,1728190000,6090.618603,5942.123701,5780.457111,-0.623612157,-4.350611874,NASDAQ,1.34,1.35,1.12,1.3,96.98,111.28,47.26,7.62,19678.28,11585.21,3075.68,1261.4,50.73,17.19
5/23/2017,6138.71,1709140000,6099.362493,5949.832968,5787.551228,-0.587256932,-4.928559909,NASDAQ,1.34,1.35,1.12,1.3,97.35,110.89,47.4,7.71,19613.28,11604.62,3061.95,1255.5,51.47,17.14
5/24/2017,6163.02,1672380000,6110.936585,5958.193243,5794.986253,-0.688461177,-5.806731116,NASDAQ,1.34,1.35,1.12,1.3,97.24,111.96,46.34,7.81,19742.98,11621.23,3064.08,1253.1,51.36,17.12
5/25/2017,6205.26,1775750000,6128.086297,5967.882136,5803.110486,-1.226701218,-5.733684004,NASDAQ,1.33,1.34,1.12,1.3,97.25,111.52,46.08,7.94,19813.13,11639.3,3107.83,1259.8,48.9,17.19
5/26/2017,6210.19,1573200000,6143.014243,5977.384405,5811.171466,-1.51734488,-5.590167129,NASDAQ,1.34,1.35,1.12,1.29,97.4,111.73,46.06,7.98,19686.84,11631.87,3110.06,1271.4,49.8,17.32
5/31/2017,6198.52,2212130000,6153.106199,5986.056389,5818.841734,-1.246910553,-4.54527855,NASDAQ,1.34,1.35,1.12,1.28,96.92,110.84,46.56,8.09,19650.57,11598.03,3117.18,1275.4,48.32,17.41
6/1/2017,6246.83,1946000000,6170.14689,5996.282805,5827.31675,-1.555348873,-5.383690608,NASDAQ,1.35,1.35,1.12,1.29,97.2,110.8,47.14,8.25,19860.03,11699.79,3102.62,1270.1,48.36,17.28
6/2/2017,6305.8,1825450000,6194.811092,6008.420734,5836.791665,-2.155634495,-5.106092803,NASDAQ,1.36,1.35,1.12,1.29,96.72,111.44,47.92,8.5,20177.28,11718.7,3105.54,1280.2,47.66,17.53
6/5/2017,6295.68,1742160000,6213.150893,6019.685804,5845.878563,-4.518018705,-4.29167302,NASDAQ,1.35,1.35,1.13,1.29,96.8,110.46,47.72,8.59,20170.82,11693.68,3091.66,1282.7,47.4,17.58
6/6/2017,6275.06,1893110000,6224.407095,6029.700478,5854.377205,-3.504827045,-3.981316513,NASDAQ,1.34,1.35,1.13,1.29,96.64,110.38,46.44,8.67,19979.9,11671.46,3102.13,1297.5,48.19,17.71
6/7/2017,6297.38,1827220000,6237.674896,6040.197714,5863.149538,-3.393157154,-3.945132738,NASDAQ,1.33,1.34,1.13,1.29,96.75,109.51,46.52,8.82,19984.62,11667.73,3140.32,1293.2,45.72,17.62
6/8/2017,6321.76,2134350000,6252.963096,6051.239372,5872.230933,-2.976069955,-4.336608792,NASDAQ,1.33,1.35,1.13,1.3,96.92,109.9,46.32,8.86,19909.26,11678.95,3150.33,1279.5,45.64,17.41
6/9/2017,6207.92,3154590000,6244.773442,6057.383711,5878.878241,-1.114866171,-1.813006611,NASDAQ,1.33,1.35,1.12,1.27,97.27,109.86,46.6,8.83,20013.26,11744.73,3158.4,1271.4,45.83,17.22
6/12/2017,6175.46,2588860000,6232.170998,6062.014153,5884.751148,-0.201442484,-1.178859551,NASDAQ,1.33,1.35,1.12,1.27,97.14,110.29,45.75,8.85,19908.58,11746.46,3139.88,1268.9,46.08,16.94
6/13/2017,6220.37,2063930000,6230.025362,6068.224187,5891.397065,-0.242911595,-1.604084644,NASDAQ,1.32,1.33,1.12,1.27,96.98,109.92,46.69,8.98,19898.75,11796.79,3153.74,1268.6,46.46,16.77
6/14/2017,6194.89,1949040000,6223.637115,6073.191473,5897.406827,0.246977751,-1.061358636,NASDAQ,1.33,1.32,1.12,1.28,96.94,110.06,45.38,8.99,19883.52,11779.81,3130.67,1275.9,44.73,17.14
6/15/2017,6165.5,1870010000,6213.06673,6076.811416,5902.715602,0.535560782,-0.803503366,NASDAQ,1.32,1.32,1.12,1.28,97.43,109.45,45.67,8.91,19831.82,11740.52,3132.49,1254.6,44.46,16.72
6/16/2017,6151.76,3133000000,6201.920052,6079.750576,5907.647174,1.545411394,-0.496280739,NASDAQ,1.32,1.33,1.11,1.28,97.16,110.95,46.49,8.9,19943.26,11772.02,3123.17,1256.5,44.74,16.66
6/19/2017,6239.01,1989290000,6208.663679,6085.996043,5914.208815,1.070522407,-1.431957955,NASDAQ,1.31,1.32,1.12,1.28,97.53,110.95,46.85,8.95,20067.75,11833.34,3144.37,1246.7,44.2,16.5
6/20/2017,6188.03,2580440000,6204.912101,6089.997375,5919.631016,1.739648967,-0.293469812,NASDAQ,1.32,1.32,1.11,1.27,97.75,111.67,46.67,8.89,20230.41,11738.95,3140.01,1243.5,43.23,16.42
6/21/2017,6233.95,2408800000,6210.191719,6095.642576,5925.855155,0.659453477,-3.572534268,NASDAQ,1.32,1.33,1.11,1.26,97.56,111.33,46.74,8.9,20138.79,11696.28,3156.21,1245.8,42.53,16.37
6/22/2017,6236.69,2177430000,6215.009588,6101.173848,5932.0103,0.97311234,-2.911159605,NASDAQ,1.32,1.33,1.12,1.27,97.54,111.31,46.81,8.95,20110.51,11712.52,3147.45,1249.4,42.74,16.51
6/23/2017,6265.25,4164310000,6224.144209,6107.608207,5938.609106,0.90195922,-2.89772954,NASDAQ,1.33,1.32,1.11,1.27,97.3,111.29,46.63,8.99,20132.67,11733.2,3157.87,1256.4,43.01,16.65
